Noise Level,A_fit,k_fit,Reduced chi-squared
y_noise_1,11.810834503233295,0.06493085764337218,0.7906732087457452
y_noise_2,10.512150169860641,0.051644265084039714,3.649382384012974
y_noise_3,13.39418034119691,0.0615421463097551,10.41020728846863
y_noise_4,11.860271816029684,0.051329991847159,12.626832436849329
y_noise_5,9.905313839475756,0.04914166518164485,28.53812435551858
